person_id,driver,worker,educ,hhincttl,numadlt,drvrcnt,r_age,r_sex,hhsize,homeown,pertrips,incBin,educBin,incRatio,adultRatio,adult
131542113,NA,NA,NA,2,2,1,5,0,4,0,3,1,0,2500,0.5,0
131542114,NA,NA,NA,2,2,1,9,1,4,0,2,1,0,2500,0.5,0
131598232,0,0,8,16,2,1,78,1,2,1,7,3,1,40000,1,1
131670151,1,1,4,18,2,2,46,0,2,1,7,4,1,45000,1,1
131670152,1,1,1,18,2,2,51,1,2,1,1,4,0,45000,1,1
131748351,1,0,4,12,2,2,32,0,6,0,8,3,1,10000,0.3333333333333333,1
131748352,1,1,4,12,2,2,32,1,6,0,1,3,1,10000,0.3333333333333333,1
131748353,NA,NA,NA,12,2,2,11,1,6,0,11,3,0,10000,0.3333333333333333,0
131748354,NA,NA,NA,12,2,2,9,1,6,0,11,3,0,10000,0.3333333333333333,0
131748355,NA,NA,NA,12,2,2,6,1,6,0,10,3,0,10000,0.3333333333333333,0
131748356,NA,NA,NA,12,2,2,3,1,6,0,8,3,0,10000,0.3333333333333333,0
131758051,1,1,1,6,2,2,29,0,4,1,4,1,0,7500,0.5,1
131758052,1,1,1,6,2,2,33,1,4,1,4,1,0,7500,0.5,1
131758053,NA,NA,NA,6,2,2,7,1,4,1,2,1,0,7500,0.5,0
131758054,NA,NA,NA,6,2,2,5,1,4,1,2,1,0,7500,0.5,0
131910381,1,0,4,3,3,2,28,0,5,1,3,1,1,3000,0.6,1
131910382,1,1,1,3,3,2,31,1,5,1,3,1,0,3000,0.6,1
131910383,NA,NA,NA,3,3,2,8,1,5,1,3,1,0,3000,0.6,0
131910384,NA,NA,NA,3,3,2,3,0,5,1,3,1,0,3000,0.6,0
131910385,0,1,2,3,3,2,20,0,5,1,3,1,1,3000,0.6,1
131981031,1,0,2,3,1,1,65,0,1,1,3,1,1,15000,1,1
132004711,1,1,6,18,2,2,46,1,4,1,11,4,1,22500,0.5,1
132004712,1,1,2,18,2,2,39,0,4,1,8,4,1,22500,0.5,1
132004713,NA,NA,NA,18,2,2,12,0,4,1,5,4,0,22500,0.5,0
132004714,NA,NA,NA,18,2,2,10,0,4,1,5,4,0,22500,0.5,0
132127191,1,1,8,12,2,2,29,0,2,1,3,3,1,30000,1,1
132127192,1,1,3,12,2,2,38,1,2,1,8,3,1,30000,1,1
132139581,1,0,4,2,1,1,55,1,1,0,2,1,1,10000,1,1
132172001,1,1,4,12,2,2,33,0,5,1,6,3,1,12000,0.4,1
132172003,NA,NA,NA,12,2,2,7,1,5,1,6,3,0,12000,0.4,0
132172004,NA,NA,NA,12,2,2,5,0,5,1,6,3,0,12000,0.4,0
132172005,NA,NA,NA,12,2,2,0,0,5,1,6,3,0,12000,0.4,0
132331341,1,0,8,NA,1,1,78,0,1,1,4,NA,1,NA,1,1
132389511,1,1,5,18,3,4,51,1,4,1,6,4,1,22500,0.75,1
132389512,1,0,2,18,3,4,53,0,4,1,6,4,1,22500,0.75,1
132389513,1,1,6,18,3,4,27,1,4,1,5,4,1,22500,0.75,1
132448681,1,0,6,NA,2,2,72,0,2,1,6,NA,1,NA,1,1
132503191,1,1,6,2,1,1,22,1,1,0,7,1,1,10000,1,1
132568341,1,0,6,1,2,2,30,0,5,1,2,1,1,1000,0.4,1
132568342,1,1,4,1,2,2,32,1,5,1,5,1,1,1000,0.4,1
132568343,NA,NA,NA,1,2,2,6,0,5,1,5,1,0,1000,0.4,0
132568344,NA,NA,NA,1,2,2,3,0,5,1,5,1,0,1000,0.4,0
132568345,NA,NA,NA,1,2,2,0,0,5,1,3,1,0,1000,0.4,0
132682751,1,0,1,NA,2,2,82,1,2,1,5,NA,0,NA,1,1
132682752,1,0,4,NA,2,2,75,0,2,1,5,NA,1,NA,1,1
132689211,1,1,8,18,2,2,65,1,2,1,7,4,1,45000,1,1
132689212,1,1,5,18,2,2,60,0,2,1,9,4,1,45000,1,1
132730551,1,0,2,6,2,2,27,0,4,1,7,1,1,7500,0.5,1
132730552,1,1,3,6,2,2,30,1,4,1,9,1,1,7500,0.5,1
132730553,NA,NA,NA,6,2,2,8,1,4,1,7,1,0,7500,0.5,0
132730554,NA,NA,NA,6,2,2,3,1,4,1,6,1,0,7500,0.5,0
132751341,1,1,4,18,2,2,41,1,4,1,5,4,1,22500,0.5,1
132751342,1,1,4,18,2,2,44,0,4,1,6,4,1,22500,0.5,1
132751343,NA,NA,NA,18,2,2,6,1,4,1,4,4,0,22500,0.5,0
132751344,NA,NA,NA,18,2,2,1,1,4,1,2,4,0,22500,0.5,0
132759561,0,0,2,3,1,0,88,0,1,1,2,1,1,15000,1,1
132851241,1,0,6,12,2,2,73,1,2,1,6,3,1,30000,1,1
132851242,1,0,6,12,2,2,71,0,2,1,4,3,1,30000,1,1
132958241,1,1,2,13,2,2,21,1,3,1,2,3,1,21666.666666666668,0.6666666666666666,1
132958242,1,1,2,13,2,2,21,0,3,1,4,3,1,21666.666666666668,0.6666666666666666,1
132958243,NA,NA,NA,13,2,2,1,1,3,1,2,3,0,21666.666666666668,0.6666666666666666,0
132996991,1,1,8,NA,3,3,59,1,3,1,4,NA,1,NA,1,1
132996992,1,1,8,NA,3,3,59,0,3,1,8,NA,1,NA,1,1
132996993,1,1,6,NA,3,3,25,1,3,1,3,NA,1,NA,1,1
133027132,1,0,3,17,2,2,65,0,2,1,2,4,1,42500,1,1
133070991,1,1,2,6,1,1,54,0,1,1,4,1,1,30000,1,1
133196181,1,1,2,8,4,2,27,1,8,1,5,2,1,5000,0.5,1
133196182,0,1,1,8,4,2,28,0,8,1,2,2,0,5000,0.5,1
133196184,1,1,1,8,4,2,33,1,8,1,2,2,0,5000,0.5,1
133201281,1,1,8,18,2,2,37,1,3,1,9,4,1,30000,0.6666666666666666,1
133201282,1,1,8,18,2,2,35,0,3,1,3,4,1,30000,0.6666666666666666,1
133201283,NA,NA,NA,18,2,2,0,1,3,1,3,4,0,30000,0.6666666666666666,0
133206781,1,1,4,12,3,3,63,1,3,1,9,3,1,20000,1,1
133206782,1,1,6,12,3,3,62,0,3,1,7,3,1,20000,1,1
133206783,1,1,6,12,3,3,32,1,3,1,4,3,1,20000,1,1
133395041,1,1,4,6,2,1,80,1,2,1,4,1,1,15000,1,1
133396981,1,1,2,6,2,2,32,1,6,0,4,1,1,5000,0.3333333333333333,1
133396982,1,0,4,6,2,2,33,0,6,0,4,1,1,5000,0.3333333333333333,1
133396983,NA,NA,NA,6,2,2,12,1,6,0,4,1,0,5000,0.3333333333333333,0
133396984,NA,NA,NA,6,2,2,9,0,6,0,4,1,0,5000,0.3333333333333333,0
133396985,NA,NA,NA,6,2,2,3,1,6,0,4,1,0,5000,0.3333333333333333,0
133396986,NA,NA,NA,6,2,2,1,0,6,0,4,1,0,5000,0.3333333333333333,0
133412801,1,1,5,6,2,2,42,0,4,1,5,1,1,7500,0.5,1
133412802,1,0,1,6,2,2,18,1,4,1,5,1,0,7500,0.5,1
133412803,NA,NA,NA,6,2,2,14,0,4,1,7,1,0,7500,0.5,0
133412804,NA,NA,NA,6,2,2,13,0,4,1,5,1,0,7500,0.5,0
133512981,1,0,2,14,3,3,72,0,3,1,4,3,1,23333.333333333332,1,1
133512982,1,0,2,14,3,3,48,1,3,1,6,3,1,23333.333333333332,1,1
133512983,1,0,2,14,3,3,72,1,3,1,4,3,1,23333.333333333332,1,1
133587561,1,1,2,8,1,1,56,0,1,1,4,2,1,40000,1,1
133748771,1,0,2,8,2,2,74,0,2,1,1,2,1,20000,1,1
133748772,1,0,2,8,2,2,75,1,2,1,2,2,1,20000,1,1
133841482,1,1,4,9,2,2,57,1,2,1,9,2,1,22500,1,1
134009721,1,0,2,6,2,2,63,0,2,1,2,1,1,15000,1,1
134009722,1,0,1,6,2,2,70,1,2,1,2,1,0,15000,1,1
134159121,1,1,4,6,2,1,63,0,2,0,6,1,1,15000,1,1
134211371,1,0,1,2,2,2,78,1,2,1,2,1,0,5000,1,1
134211372,1,0,2,2,2,2,75,0,2,1,3,1,1,5000,1,1
134401561,1,1,2,15,3,3,55,0,3,1,4,3,1,25000,1,1
134401563,1,0,4,15,3,3,25,1,3,1,5,3,1,25000,1,1
134548181,1,1,4,8,2,2,24,1,2,0,4,2,1,20000,1,1
134548182,1,1,2,8,2,2,30,1,2,0,4,2,1,20000,1,1
134669961,0,0,1,6,2,1,20,0,3,1,2,1,0,10000,0.6666666666666666,1
134669962,1,1,1,6,2,1,20,1,3,1,1,1,0,10000,0.6666666666666666,1
134669963,NA,NA,NA,6,2,1,3,1,3,1,2,1,0,10000,0.6666666666666666,0
134691391,1,1,5,18,3,3,44,0,3,1,8,4,1,30000,1,1
134691392,1,1,4,18,3,3,46,1,3,1,2,4,1,30000,1,1
134691393,1,1,4,18,3,3,20,1,3,1,5,4,1,30000,1,1
134706031,1,1,4,13,2,4,33,0,5,1,2,3,1,13000,0.4,1
134706032,1,1,2,13,2,4,43,1,5,1,4,3,1,13000,0.4,1
134706035,NA,NA,NA,13,2,4,13,0,5,1,8,3,0,13000,0.4,0
134745351,1,1,6,8,1,1,42,1,1,0,2,2,1,40000,1,1
134797272,1,0,8,8,2,2,68,1,2,1,2,2,1,20000,1,1
134848601,1,0,1,10,2,3,42,1,4,0,7,2,0,12500,0.5,1
134848603,1,0,NA,10,2,3,15,0,4,0,3,2,0,12500,0.5,0
134848604,NA,NA,NA,10,2,3,10,1,4,0,6,2,0,12500,0.5,0
134915051,1,1,6,14,2,2,39,1,4,1,9,3,1,17500,0.5,1
134915052,1,0,6,14,2,2,37,0,4,1,5,3,1,17500,0.5,1
134915053,NA,NA,NA,14,2,2,5,1,4,1,4,3,0,17500,0.5,0
134915054,NA,NA,NA,14,2,2,2,0,4,1,4,3,0,17500,0.5,0
135004611,1,1,2,18,3,3,47,0,3,1,8,4,1,30000,1,1
135004613,1,0,1,18,3,3,18,1,3,1,10,4,0,30000,1,1
135060431,1,0,2,7,2,2,76,1,2,1,7,2,1,17500,1,1
135060432,1,0,2,7,2,2,74,0,2,1,7,2,1,17500,1,1
135237781,1,0,2,8,2,3,69,0,3,1,6,2,1,13333.333333333334,0.6666666666666666,1
135237782,1,1,3,8,2,3,40,0,3,1,2,2,1,13333.333333333334,0.6666666666666666,1
135291271,1,0,5,12,2,2,30,0,6,1,9,3,1,10000,0.3333333333333333,1
135291272,1,1,5,12,2,2,33,1,6,1,6,3,1,10000,0.3333333333333333,1
135291273,NA,NA,NA,12,2,2,11,1,6,1,4,3,0,10000,0.3333333333333333,0
135291274,NA,NA,NA,12,2,2,9,1,6,1,4,3,0,10000,0.3333333333333333,0
135291275,NA,NA,NA,12,2,2,6,0,6,1,9,3,0,10000,0.3333333333333333,0
135291276,NA,NA,NA,12,2,2,2,1,6,1,9,3,0,10000,0.3333333333333333,0
135306371,1,1,2,NA,2,1,70,0,2,1,2,NA,1,NA,1,1
135393131,1,0,8,10,1,1,88,1,1,1,4,2,1,50000,1,1
135438881,1,0,4,10,1,1,74,0,1,1,5,2,1,50000,1,1
135467681,1,0,5,8,4,4,39,0,9,1,6,2,1,4444.444444444444,0.4444444444444444,1
135467682,1,1,2,8,4,4,42,1,9,1,6,2,1,4444.444444444444,0.4444444444444444,1
135467684,1,1,1,8,4,4,20,1,9,1,1,2,0,4444.444444444444,0.4444444444444444,1
135467685,1,1,1,8,4,4,17,0,9,1,6,2,0,4444.444444444444,0.4444444444444444,0
135467686,NA,NA,NA,8,4,4,14,0,9,1,6,2,0,4444.444444444444,0.4444444444444444,0
135467687,NA,NA,NA,8,4,4,12,1,9,1,5,2,0,4444.444444444444,0.4444444444444444,0
135467688,NA,NA,NA,8,4,4,6,0,9,1,5,2,0,4444.444444444444,0.4444444444444444,0
135467689,NA,NA,NA,8,4,4,6,0,9,1,6,2,0,4444.444444444444,0.4444444444444444,0
135532251,1,0,2,10,2,2,45,0,3,0,9,2,1,16666.666666666668,0.6666666666666666,1
135532253,NA,NA,NA,10,2,2,6,1,3,0,3,2,0,16666.666666666668,0.6666666666666666,0
135544281,0,0,2,4,1,0,82,0,1,1,6,1,1,20000,1,1
135620301,1,1,6,16,2,2,37,0,5,1,3,3,1,16000,0.4,1
135620302,1,1,2,16,2,2,41,1,5,1,6,3,1,16000,0.4,1
135620303,NA,NA,NA,16,2,2,8,1,5,1,2,3,0,16000,0.4,0
135620304,NA,NA,NA,16,2,2,5,1,5,1,3,3,0,16000,0.4,0
135620305,NA,NA,NA,16,2,2,5,1,5,1,3,3,0,16000,0.4,0
135680411,1,0,4,5,1,1,76,0,1,1,4,1,1,25000,1,1
135739421,1,0,5,18,2,3,38,0,6,1,3,4,1,15000,0.3333333333333333,1
135739422,1,1,5,18,2,3,35,1,6,1,5,4,1,15000,0.3333333333333333,1
135739423,1,0,1,18,2,3,17,0,6,1,5,4,0,15000,0.3333333333333333,0
135739424,0,0,NA,18,2,3,15,1,6,1,2,4,0,15000,0.3333333333333333,0
135739425,NA,NA,NA,18,2,3,5,0,6,1,3,4,0,15000,0.3333333333333333,0
135784061,1,1,4,17,2,3,38,0,4,1,5,4,1,21250,0.5,1
135784062,1,1,2,17,2,3,39,1,4,1,7,4,1,21250,0.5,1
135784063,1,0,1,17,2,3,17,1,4,1,6,4,0,21250,0.5,0
135784064,NA,NA,NA,17,2,3,7,0,4,1,6,4,0,21250,0.5,0
140768511,1,1,2,8,2,2,30,0,4,1,6,2,1,10000,0.5,1
140768513,NA,NA,NA,8,2,2,12,0,4,1,6,2,0,10000,0.5,0
140768514,NA,NA,NA,8,2,2,6,0,4,1,6,2,0,10000,0.5,0
140797681,1,1,4,12,2,2,65,1,2,1,1,3,1,30000,1,1
140797682,1,0,2,12,2,2,63,0,2,1,1,3,1,30000,1,1
141464002,1,1,2,6,2,2,30,1,4,0,4,1,1,7500,0.5,1
141573941,1,1,4,4,2,2,26,0,2,0,7,1,1,10000,1,1
141919963,1,1,1,18,2,3,16,1,3,1,4,4,0,30000,0.6666666666666666,0
142506151,1,0,8,11,2,2,76,1,2,1,3,2,1,27500,1,1
142506152,1,0,4,11,2,2,76,0,2,1,5,2,1,27500,1,1
142996051,1,0,6,10,2,2,60,0,2,1,4,2,1,25000,1,1
142996052,1,1,6,10,2,2,63,1,2,1,4,2,1,25000,1,1
143010121,1,1,6,17,1,1,57,0,1,1,6,4,1,85000,1,1
143097641,0,1,2,2,1,0,80,0,1,0,4,1,1,10000,1,1
143357541,1,1,5,13,4,4,24,0,4,1,2,3,1,16250,1,1
143357542,1,1,6,13,4,4,24,1,4,1,4,3,1,16250,1,1
143357543,1,1,4,13,4,4,20,1,4,1,2,3,1,16250,1,1
143590311,1,0,6,8,2,2,68,0,2,1,4,2,1,20000,1,1
143590312,1,0,6,8,2,2,71,1,2,1,4,2,1,20000,1,1
143776881,1,1,8,NA,1,1,25,1,1,1,3,NA,1,NA,1,1
143883941,0,1,6,6,3,2,66,1,3,1,5,1,1,10000,1,1
143883942,1,1,2,6,3,2,71,0,3,1,3,1,1,10000,1,1
143883943,1,0,4,6,3,2,51,0,3,1,4,1,1,10000,1,1
144389361,1,0,2,11,2,2,77,1,2,1,5,2,1,27500,1,1
144389362,1,0,1,11,2,2,67,0,2,1,4,2,0,27500,1,1
144412441,1,1,4,NA,4,2,35,0,4,1,5,NA,1,NA,1,1
144412443,1,0,6,NA,4,2,70,0,4,1,5,NA,1,NA,1,1
144412444,0,0,8,NA,4,2,77,1,4,1,3,NA,1,NA,1,1
145138882,1,1,2,4,2,1,29,1,4,0,2,1,1,5000,0.5,1
145138883,NA,NA,NA,4,2,1,6,0,4,0,2,1,0,5000,0.5,0
145314991,1,1,2,17,2,2,54,1,2,1,5,4,1,42500,1,1
145314992,1,1,2,17,2,2,43,0,2,1,2,4,1,42500,1,1
145494581,1,0,4,12,2,2,64,0,2,1,7,3,1,30000,1,1
145494582,1,0,5,12,2,2,67,1,2,1,8,3,1,30000,1,1
145539871,1,1,4,17,2,2,31,0,5,1,8,4,1,17000,0.4,1
145539872,1,1,2,17,2,2,33,1,5,1,3,4,1,17000,0.4,1
145539873,NA,NA,NA,17,2,2,8,1,5,1,2,4,0,17000,0.4,0
145539874,NA,NA,NA,17,2,2,6,1,5,1,2,4,0,17000,0.4,0
145539875,NA,NA,NA,17,2,2,5,1,5,1,3,4,0,17000,0.4,0
145767262,1,1,2,16,2,2,54,1,2,1,2,3,1,40000,1,1
145925021,1,0,4,13,2,2,25,0,4,1,6,3,1,16250,0.5,1
145925022,1,1,2,13,2,2,41,1,4,1,3,3,1,16250,0.5,1
145925023,NA,NA,NA,13,2,2,5,1,4,1,6,3,0,16250,0.5,0
145925024,NA,NA,NA,13,2,2,4,1,4,1,6,3,0,16250,0.5,0
145960961,1,1,2,6,2,2,56,0,2,0,2,1,1,15000,1,1
146170941,1,0,5,10,2,2,67,0,2,1,7,2,1,25000,1,1
146170942,1,0,5,10,2,2,68,1,2,1,7,2,1,25000,1,1
146204232,1,1,1,NA,2,1,39,0,4,1,1,NA,0,NA,0.5,1
146332631,1,1,2,4,2,2,27,0,3,0,4,1,1,6666.666666666667,0.6666666666666666,1
146332632,1,1,1,4,2,2,18,1,3,0,2,1,0,6666.666666666667,0.6666666666666666,1
146332633,NA,NA,NA,4,2,2,2,0,3,0,2,1,0,6666.666666666667,0.6666666666666666,0
146671831,1,1,4,10,2,2,20,0,2,1,13,2,1,25000,1,1
146671832,1,1,1,10,2,2,53,1,2,1,2,2,0,25000,1,1
146935201,1,1,6,8,2,1,41,0,3,0,14,2,1,13333.333333333334,0.6666666666666666,1
146935202,0,0,2,8,2,1,62,0,3,0,10,2,1,13333.333333333334,0.6666666666666666,1
146935203,0,0,NA,8,2,1,15,0,3,0,7,2,0,13333.333333333334,0.6666666666666666,0
146973131,1,1,6,18,2,2,50,0,2,1,4,4,1,45000,1,1
146973132,1,1,8,18,2,2,40,1,2,1,4,4,1,45000,1,1
147010871,1,1,6,8,1,1,32,1,1,1,3,2,1,40000,1,1
147134281,1,1,8,17,2,2,32,1,2,0,9,4,1,42500,1,1
147134282,1,0,6,17,2,2,34,0,2,0,1,4,1,42500,1,1
147265301,1,0,4,4,1,1,60,1,1,1,6,1,1,20000,1,1
147454831,1,1,8,12,1,1,63,1,1,0,8,3,1,60000,1,1
147482511,1,1,4,14,2,2,40,0,4,1,9,3,1,17500,0.5,1
147482513,NA,NA,NA,14,2,2,11,1,4,1,5,3,0,17500,0.5,0
147482514,0,0,NA,14,2,2,15,1,4,1,5,3,0,17500,0.5,0
147836271,1,0,2,6,1,1,80,0,1,1,5,1,1,30000,1,1
148092731,1,0,4,4,1,1,81,0,1,1,3,1,1,20000,1,1
148215291,1,1,6,1,1,1,47,0,1,0,6,1,1,5000,1,1
148279961,1,0,8,6,1,1,88,0,1,1,4,1,1,30000,1,1
148404812,1,1,4,13,2,2,31,0,4,1,9,3,1,16250,0.5,1
148404813,NA,NA,NA,13,2,2,6,1,4,1,4,3,0,16250,0.5,0
148404814,NA,NA,NA,13,2,2,2,1,4,1,5,3,0,16250,0.5,0
148866581,1,0,2,8,2,2,59,0,2,1,6,2,1,20000,1,1
148866582,1,0,6,8,2,2,60,1,2,1,8,2,1,20000,1,1
149040201,1,1,2,9,2,2,33,1,3,1,4,2,1,15000,0.6666666666666666,1
149040202,1,1,3,9,2,2,21,0,3,1,4,2,1,15000,0.6666666666666666,1
149040203,NA,NA,NA,9,2,2,0,1,3,1,2,2,0,15000,0.6666666666666666,0
149121191,1,1,2,11,2,1,35,1,2,1,2,2,1,27500,1,1
149121192,0,1,1,11,2,1,42,1,2,1,2,2,0,27500,1,1
149175341,1,1,5,18,2,2,42,0,2,1,7,4,1,45000,1,1
149175342,1,1,8,18,2,2,43,1,2,1,8,4,1,45000,1,1
149210631,1,1,2,12,2,2,26,1,2,0,6,3,1,30000,1,1
149210632,1,1,6,12,2,2,25,0,2,0,6,3,1,30000,1,1
149242151,1,1,6,18,2,2,34,1,3,1,2,4,1,30000,0.6666666666666666,1
149552191,1,1,2,11,2,2,53,0,2,1,6,2,1,27500,1,1
149552192,1,1,6,11,2,2,55,1,2,1,2,2,1,27500,1,1
149998021,1,0,6,18,2,2,52,0,2,1,2,4,1,45000,1,1
149998022,1,1,6,18,2,2,54,1,2,1,4,4,1,45000,1,1
150147111,1,0,4,3,1,1,78,0,1,1,2,1,1,15000,1,1
150309081,1,1,2,5,2,2,24,1,4,0,4,1,1,6250,0.5,1
150309082,1,0,1,5,2,2,NA,0,4,0,5,1,0,6250,0.5,0
150309083,NA,NA,NA,5,2,2,5,1,4,0,2,1,0,6250,0.5,0
150309084,NA,NA,NA,5,2,2,4,0,4,0,2,1,0,6250,0.5,0
150485831,1,1,8,15,2,2,32,0,2,1,2,3,1,37500,1,1
150485832,1,1,6,15,2,2,28,0,2,1,4,3,1,37500,1,1
150501391,1,1,4,15,2,2,67,0,2,1,2,3,1,37500,1,1
151174071,1,1,2,17,3,3,42,1,3,1,4,4,1,28333.333333333332,1,1
151174072,1,1,4,17,3,3,43,0,3,1,3,4,1,28333.333333333332,1,1
151492481,1,1,4,2,1,2,45,1,4,0,7,1,1,2500,0.25,1
151492482,1,1,1,2,1,2,16,0,4,0,6,1,0,2500,0.25,0
151492484,NA,NA,NA,2,1,2,12,1,4,0,2,1,0,2500,0.25,0
151505251,1,1,4,11,3,2,58,1,3,1,2,2,1,18333.333333333332,1,1
151505252,1,1,2,11,3,2,60,0,3,1,4,2,1,18333.333333333332,1,1
152154331,1,0,4,6,2,2,73,0,2,1,4,1,1,15000,1,1
152154332,1,0,2,6,2,2,71,1,2,1,8,1,1,15000,1,1
152204641,1,1,4,4,1,1,49,0,2,0,5,1,1,10000,0.5,1
152204642,NA,NA,NA,4,1,1,14,0,2,0,2,1,0,10000,0.5,0
152558401,1,0,8,17,2,2,65,0,2,1,3,4,1,42500,1,1
152558402,1,0,6,17,2,2,68,1,2,1,3,4,1,42500,1,1
152830761,1,1,6,17,2,2,29,0,2,1,5,4,1,42500,1,1
152830762,1,1,4,17,2,2,29,1,2,1,5,4,1,42500,1,1
153324151,1,1,4,6,1,1,32,0,3,0,5,1,1,10000,0.3333333333333333,1
153324152,NA,NA,NA,6,1,1,12,0,3,0,5,1,0,10000,0.3333333333333333,0
153324153,NA,NA,NA,6,1,1,5,0,3,0,4,1,0,10000,0.3333333333333333,0
153366461,1,0,2,4,2,1,74,0,2,1,5,1,1,10000,1,1
153468141,1,0,2,10,2,1,67,1,2,1,2,2,1,25000,1,1
153468142,0,1,2,10,2,1,50,0,2,1,2,2,1,25000,1,1
153538761,1,0,2,2,2,2,58,1,2,1,6,1,1,5000,1,1
153538762,1,0,2,2,2,2,62,0,2,1,5,1,1,5000,1,1
153641171,1,1,8,18,1,1,54,1,1,1,4,4,1,90000,1,1
154289891,1,1,8,17,2,2,41,0,2,1,2,4,1,42500,1,1
154289892,1,1,2,17,2,2,42,1,2,1,2,4,1,42500,1,1
154565441,1,0,6,18,2,2,36,0,5,1,1,4,1,18000,0.4,1
154565442,1,1,6,18,2,2,38,1,5,1,10,4,1,18000,0.4,1
154565443,NA,NA,NA,18,2,2,10,0,5,1,4,4,0,18000,0.4,0
154565444,NA,NA,NA,18,2,2,8,1,5,1,4,4,0,18000,0.4,0
154565445,NA,NA,NA,18,2,2,6,0,5,1,4,4,0,18000,0.4,0
154720301,1,1,6,18,1,1,43,1,3,1,6,4,1,30000,0.3333333333333333,1
154720303,NA,NA,NA,18,1,1,14,1,3,1,2,4,0,30000,0.3333333333333333,0
154727861,1,1,4,11,2,2,28,0,4,1,7,2,1,13750,0.5,1
154727862,1,1,3,11,2,2,34,1,4,1,2,2,1,13750,0.5,1
154727863,NA,NA,NA,11,2,2,10,0,4,1,5,2,0,13750,0.5,0
154727864,NA,NA,NA,11,2,2,0,0,4,1,7,2,0,13750,0.5,0
154913581,1,0,2,NA,2,2,65,0,2,1,2,NA,1,NA,1,1
154913582,1,0,1,NA,2,2,73,1,2,1,2,NA,0,NA,1,1
155327651,1,1,2,7,2,2,39,0,4,1,6,2,1,8750,0.5,1
155327652,1,1,4,7,2,2,46,1,4,1,4,2,1,8750,0.5,1
155327653,NA,NA,NA,7,2,2,12,0,4,1,6,2,0,8750,0.5,0
155327654,NA,NA,NA,7,2,2,11,1,4,1,6,2,0,8750,0.5,0
155968241,1,0,2,1,2,2,70,0,2,1,4,1,1,2500,1,1
155968242,1,0,6,1,2,2,75,1,2,1,3,1,1,2500,1,1
155998341,0,0,3,5,1,0,81,0,1,1,3,1,1,25000,1,1
156066841,0,0,1,8,2,1,32,0,5,1,6,2,0,8000,0.4,1
156066842,1,1,1,8,2,1,30,1,5,1,2,2,0,8000,0.4,1
156066843,NA,NA,NA,8,2,1,8,1,5,1,2,2,0,8000,0.4,0
156066844,NA,NA,NA,8,2,1,6,1,5,1,2,2,0,8000,0.4,0
156066845,NA,NA,NA,8,2,1,1,0,5,1,5,2,0,8000,0.4,0
156189861,1,1,2,12,1,1,47,1,1,0,8,3,1,60000,1,1
